RG,SITE ID,EPA ID,SITE NAME,STREET ADDRESS,STREET ADDRESS 2,CITY,STATE,ZIP,CONG DISTRICT,COUNTY,FIPS CODE,LATITUDE,LONGITUDE,NPL,FF,NON NPL STATUS,,,,
02,0203923,NJD011647781,GOLDBERG JUNKYARD,SECOND ST AND SADOWSKI ST,,PERTH AMBOY,NJ,08861,06,MIDDLESEX,34023,,,Not on the NPL,N,PA Start Needed, ,,,
02,0203924,NJD981873474,DANA TRANSPORT INC,4 CROWN POINT RD,,THOROFARE,NJ,08066,01,GLOUCESTER,34015,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0203925,NYD013351440,FRIEDRICHSON'S COOPERAGE,153-155 SARATOGA AVENUE,,WATERFORD,NY,12188,21,SARATOGA,36091,,,Not on the NPL,N,Referred to Removal - NFRAP, ,,,
02,0203928,NJD986570034,EAST COAST ICE COMPANY,80 STEINER AVENUE,,NEPTUNE CITY,NJ,07753,03,MONMOUTH,34025,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0203932,PR0000980722,JUNCOS OXIDATION POND,STATE ROAD #934 KM 2.7,,CEIBA SUR WARD,PR,00666,,JUNCOS,72077,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0203942,NJ0001015940,"L. SONNEBORNS SONS, INC.",1 RIVER ROAD,,NUTLEY,NJ,07110,11,ESSEX,34013,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0203943,NJ0001015957,PRINCESS LAUNDROMAT AND DRY CLEANING,RT 9 SOUTH,,BERKELEY TOWNSHIP,NJ,08721,13,OCEAN,34029,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0203945,NYD986950012,MOHONK ROAD INDUSTRIAL PLANT,186 MOHONK ROAD,,HIGH FALLS,NY,12440,19,ULSTER,36111,41.81666,-74.13444,Currently on the Final NPL,N,, ,,,
02,0203947,NJ0001021708,ROYAL RECOVERY SYSTEMS,41 CLINTON STREET,,NEWARK,NJ,07104,13,ESSEX,34013,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0203948,NJ0001024769,INTERNATIONAL WIRE PRODUCTS CORP,301 GREENWOOD AVENUE,,MIDLAND PARKS,NJ,07432,05,BERGEN,34003,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0203949,NJD982742454,GREAT BAY PLAZA - FORMER DRY CLEANER,MATHISTOWN ROAD,,LITTLE EGG HARBOR,NJ,08087,02,OCEAN,34029,,,Not on the NPL,N,Referred to Removal - NFRAP, ,,,
02,0203964,NJ0001090398,SECOND STREET SITE,END OF SECOND STREET,,PERTH AMBOY,NJ,08861,06,MIDDLESEX,34023,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0203974,NY0001095363,NEW CASSEL/HICKSVILLE GROUND WATER CONTAMINATION,SOUTHERN END OF IRIS PLACE,,NEW CASSEL/HICKSVILLE,NY,11590,04,NASSAU,36059,40.75735,-73.56298,Currently on the Final NPL,N,, ,,,
02,0203980,NJD002162824,BOYDEN AVENUE SITE,357 BOYDEN AVENUE,,MAPLEWOOD,NJ,07040,07,ESSEX,34013,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0203983,NJ0001118835,HAMILTON TOWNSHIP LANDFILL,SOMERS POINT - MAYS LANDING ROAD,,HAMILTON TWP,NJ,08330,02,ATLANTIC,34001,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0203988,NYD040461311,"PRESTIGELINE, INC",5 INEZ DRIVE,,BRENTWOOD,NY,11717,02,SUFFOLK,36103,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0203989,NYD986910560,"SPCE, INC.",214 CANDLEWOOD ROAD,,BRENTWOOD,NY,11717,02,SUFFOLK,36103,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0203990,NJD061784914,COMMUNITY DRY CLEANERS,896 FISHER BOULEVARD,,TOMS RIVER DOVER TOWNSHIP,NJ,08753,13,OCEAN,34029,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0203999,NY0001119387,CARROLL TOWN LANDFILL,RT 62 IVORY RD.,,FREWSBURG,NY,14738,34,CHAUTAUQUA,36013,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204001,NY0001119403,OLD GENERAL CABLE,MILL ST,,ROME,NY,13440,25,ONEIDA,36065,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204002,NY0001119411,100 COMMERCIAL STREET,100 COMMERCIAL STREET,,PLAINVIEW,NY,11803,04,NASSAU,36059,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204003,NJ0001120799,UNITED STATES AVENUE BURN,UNITED STATES AVENUE,,GIBBSBORO,NJ,08026,01,CAMDEN,34007,39.83416,-74.96388,Currently on the Final NPL,N,, ,,,
02,0204006,NYD981079064,"PENETREX PROCESSING, INC",SHORE ROAD,,GLENWOOD LANDING,NY,11547,03,NASSAU,36059,,,Not on the NPL,N,Site Reassessment Start Needed, ,,,
02,0204013,NYD044472876,STONE BOULEVARD,STONE BLVD & 5680 MERRICK ROAD,,MASSAPEQUA,NY,11758,04,NASSAU,36059,,,Not on the NPL,N,SI Ongoing, ,,,
02,0204015,NY0001224096,NICHOLS SPILL SITE,VICINITY OF RIVER ST & MAIN ST,,NICHOLS,NY,13812,28,TIOGA,36107,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204016,NY0001233634,LITTLE VALLEY,"INTERSECT OF RTES 242, 353, AND BAKER RD",,LITTLE VALLEY,NY,14755,23,CATTARAUGUS,36009,42.23666,-78.76694,Currently on the Final NPL,N,, ,,,
02,0204024,NY0001308436,CUMBERLAND BAY SLUDGE BED,"NW CUMBERLAND BAY, LAKE CHAMPLAIN",,PLATTSBURGH,NY,12901,26,CLINTON,36019,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204028,NYD051873297,FORMER MUNSEY CLEANERS,1029 PORT WASHINGTON BLVD,,PORT WASHINGTON,NY,11050,03,NASSAU,36059,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204029,NYD982716938,"WASTE STREAM, INC.",145 OUTER MAPLE STREET,,POTSDAM,NY,13676,26,ST. LAWRENCE,36089,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204030,NJ0001327733,GRAND STREET MERCURY,722 GRAND STREET,,HOBOKEN,NJ,07030,13,HUDSON,34017,40.74611,-74.03444,Deleted from the Final NPL,N,, ,,,
02,0204031,NY0001327725,INDUSTRY COURT SITE,171 E. INDUSTRY COURT,,DEER PARK,NY,11729,02,SUFFOLK,36103,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204033,NYD000332924,ST LAWRENCE PULP & PAPER CORP,2 MADISON AVE,,OGDENSBURG,NY,13669,24,, ,,,Not on the NPL,N,Referred to Removal - NFRAP, ,,,
02,0204036,NJD035677939,KENNY'S CLEANERS,1680 PENNINGTON ROAD,,EWING TWP,NJ,08618,04,MERCER,34021,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204037,NJ0001360882,ICELAND COIN LAUNDRY AREA GW PLUME,1888 SOUTH DELSEA DRIVE,,VINELAND,NJ,08360,02,CUMBERLAND,34011,39.45725,-75.04725,Currently on the Final NPL,N,, ,,,
02,0204039,NJD986566479,TEXACO SERVICE STATION-UPPER TOWNSHIP,ROUTE 9 & ROOSEVELT BLVD,,MARMORA,NJ,08204,02,CAPE MAY,34009,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204046,NJD002136117,VICTAULIC COMPANY OF AMERICA,3100 HAMILTON BOULEVARD,,SOUTH PLAINFIELD,NJ,07080,06,MIDDLESEX,34023,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204047,NJ0001406339,CANALE GRAVEL PIT,OCEAN HEIGHTS AVE,,EGG HARBOR TWONSHIP,NJ,08221,02,ATLANTIC,34001,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204050,NYD986954154,THREE RIVERS ASPHALT TERMINAL,3473 MAIDER ROAD,,CLAY,NY,13041,27,ONONDAGA,36067,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204052,NYD065946642,BURTON INDUSTRIES,241 - 243 WYANDANCH AVE,,NORTH BABYLON,NY,11704,02,SUFFOLK,36103,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204053,NY0001408756,WILLIAMSON LANDFILL,POUND ROAD,,WILLIAMSON,NY,14589,29,WAYNE,36117,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204054,NY0001408749,BARTLETT TREE COMPANY,345 UNION AVE,,WESTBURY,NY,11590,03,NASSAU,36059,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204059,NJ0001412279,ATCO KNITTING MILLS,490 WHITE HORSE PIKE,,WATERFORD TWP,NJ,08004,,CAMDEN,34007,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204061,NJD011770013,MATTEO & SONS INC.,1708 US RT. 130,,THOROFARE,NJ,08086,01,GLOUCESTER,34015,39.85559,-75.1727,Currently on the Final NPL,N,, ,,,
02,0204073,PRD982279788,CENTRAL ROIG SUGAR MILLS,"STATE ROAD #3, KM. 94.6",,"JUAN MARTIN WARD, YABUCOA",PR,00767,,YABUCOA,72151,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204074,NYD000692368,RAECO PRODUCTS,10 AMBROSE STREET,,ROCHESTER,NY,14608,28,MONROE,36055,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204080,NJD001271931,PYROLAC CORPORATION,55 SCHOON AVENUE,,HAWTHORNE,NJ,07506,05,PASSAIC,34031,,,Not on the NPL,N,Referred to Removal - NFRAP, ,,,
02,0204081,NYD986941144,BEL-FAB MFG. CORP.,380 HUDSON RIVER ROAD,,WATERFORD,NY,12188,22,SARATOGA,36091,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204082,NJD982796450,"BALDWIN ENTERPRISES, INC.",5 OMEGA DRIVE,,VERNON,NJ,07462,05,SUSSEX,34037,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup,,,,
02,0204084,NJD991291410,F AMERMAN TRUCKING,64 MOUNTAIN VIEW ROAD,,WARREN,NJ,07060,,SOMERSET,34035,,,Not on the NPL,N,ESI Start Needed, ,,,
02,0204087,NJD986570992,FRANKLIN BURN,SIX LOCATIONS NEAR MARSHALL MILL ROAD,,FRANKLIN TOWNSHIP,NJ,08322,02,GLOUCESTER,34015,39.59444,-75.025,Currently on the Final NPL,N,, ,,,
02,0204092,NJ0001898055,PAVILION AVENUE FIELD,NORTH PAVILION AVENUE (NEAR TYLER),,RIVERSIDE,NJ,08075,03,BURLINGTON,34005,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204093,NYD000694257,MORGAN CHEMICALS INC.,373 HERTEL AVENUE,,BUFFALO,NY,14207,02,ERIE,36029,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204095,PR0001762244,TROPICAL FRUIT,335 KM 7.2 RURAL ZONE BOCA,,GUAYANILLA,PR,00656,,, ,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204096,NJD981084767,PUCHACK WELL FIELD,WEST OF US 130; SOUTH OF STATE HWY 90,,PENNSAUKEN TOWNSHIP,NJ,08110,01,CAMDEN,34007,39.97666,-75.05194,Currently on the Final NPL,N,, ,,,
02,0204097,NJ0001900281,FEDERAL CREOSOTE,VALERIE DRIVE & LOUISE DRIVE,,MANVILLE,NJ,08835,12,SOMERSET,34035,40.54444,-74.58416,Deleted from the Final NPL,N,, ,,,
02,0204098,NJD980769087,CAMDEN MUNICIPAL WELLS,RIVER ROAD,,CAMDEN/PENNSAUKEN TWP,NJ,08101,06,CAMDEN,34007,,,Not on the NPL,N,Assessment Complete - Decision Needed, ,,,
02,0204102,NJD130486327,PETRO-CHEM RESOURCES CO INC.,411 WILSON AVENUE,,NEWARK,NJ,07105,13,ESSEX,34013,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204103,NJD002191682,COLOR TECHNOLOGY INC,60 CORNELL BLVD,,SOMERVILLE,NJ,08876,11,SOMERSET,34035,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204106,NJD060074085,MAGIC MARKER INC,467 CALHOUN STREET,,TRENTON,NJ,08618,04,MERCER,34021,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204110,NJ0001998269,HARBORAGE AVENUE GROUND WATER CONTAMINATION,HARBORAGE AVENUE AND DOCKAGE ROAD,,BERKELEY TWP,NJ,08721,,OCEAN,34029,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204112,NY0002005742,BUTTERNUTS LANDFILL,SOUTH NEW BERLIN ROAD,,SOUTH NEW BERLIN,NY,13843,32,OTSEGO,36077,,,Not on the NPL,N,Referred to Removal - NFRAP, ,,,
02,0204114,NY0002021889,HOPKINS AVENUE ABANDONED TRAILER,666 TIFFT STREET (NEAR HOPKINS AVE.),,BUFFALO,NY,14220,30,ERIE,36029,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204125,NJ0002110500,MAGIC MARKER - SITE 2,325 NORTH WILLOW STREET,,TRENTON,NJ,08618,04,MERCER,34021,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204128,NJ0002238970,INDUSTRIAL LIQUID CHEMICAL COMPANY (ILC),60 NEWTON AVENUE,,CAMDEN,NJ,08101,,CAMDEN,34007,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204129,NJ0002239192,PRINCETON FARMS GROUNDWATER CONTAMINATION,MOORES MILL-MOUNT ROSE RD & HOWARD WAY,,HOPEWELL TWP,NJ,08534,,MERCER,34021,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204130,NJD009305772,DAVID SARNOFF RESEARCH CENTER,201 WASHINGTON ROAD,,WEST WINDSOR TWP,NJ,08540,,MERCER,34021,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204131,NJD000586164,FMC CORPORATION,US ROUTE 1 AND PLAINSBORO ROAD,,PLAINSBORO,NJ,08536-0293,,MIDDLESEX,34023,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204137,NJD002009850,DIXO CO. INC.,158 CENTRAL AVENUE,,ROCHELLE PARK,NJ,07662,,BERGEN,34003,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204139,NYD002220523,ROCHESTER METAL ETCHING CO.,100 LAKE AVENUE,,ROCHESTER,NY,14608,,MONROE,36055,,,Not on the NPL,N,Assessment Complete - Decision Needed, ,,,
02,0204140,NYD981130032,"ARTCO INUDSTRIAL LAUNDRIES, INC.",333 W. MAIN ST.,,ROCHESTER,NY,14608,,MONROE,36055,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204141,NY0002268845,AMERICAN LAFRANCE FACILITY,1051 SOUTH MAIN STREET,,SOUTHPORT,NY,14905,,CHEMUNG,36015,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204142,NY0002268860,MODOCK ROAD SPRINGS,MODOCK ROAD,,VICTOR,NY,14564,,ONTARIO,36069,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup,,,,
02,0204143,NYD002206142,LABELON CORPORATION,10 CHAPIN STREET,,CANANDAIGUA,NY,14424,,ONTARIO,36069,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204144,NYD981874472,ALLIANCE PRECISION PLASTICS,595 TRABOLD ROAD,,ROCHESTER,NY,14624,,MONROE,36055,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204145,PRD090000068,ALUMINUM EXTRUSION CORPORATION,STATE ROAD 185 KM. 0.65 ,,CANOVANAS MUNICIPALITY,PR,00729,,CANOVANAS,72029,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204146,NY0002271666,LEASTMAN LANDFILL,EAST SIDE OF WEST KENDALL ROAD,,KENDALL,NY,14476,,ORLEANS,36073,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204148,NY0002318889,SMITHTOWN GROUND WATER CONTAMINATION,"ST. JAMES, NISSEQUOGUE & HEAD OF HARBOR",,SMITHTOWN,NY,11780,01,SUFFOLK,36103,40.8878,-73.17477,Currently on the Final NPL,N,, ,,,
02,0204149,PRD000692657,INDUSTRIAL SIDERURGICA INC.,BARRIO PALMAS,,CATANO,PR,00962,,CATANO,72033,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204151,NY0002329183,LAKE AVENUE MERCURY,619 LAKE AVENUE,,ROCHESTER,NY,14613,28,MONROE,36055,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204159,NYD002133841,CHEMICAL SALES CORP,1382 NIAGARA STREET,,BUFFALO,NY,14201,,ERIE,36029,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204160,NYD012758322,NEW YORK TWIST DRILL,25 MELVILLE PARK RD.,,MELVILLE,NY,11747,,SUFFOLK,36103,,,Not on the NPL,N,Assessment Complete - Decision Needed, ,,,
02,0204161,NJ0002329217,MANAHAWKIN COIN LAUNDRY.,63 BAY AVENUE,,STAFFORD TOWNSHIP,NJ,08050,,OCEAN,34029,,,Not on the NPL,N,SI Start Needed, ,,,
02,0204162,NYD130153117,SPECTRUM MAINTENANCE CORP,39-08 JANET PLACE,,FLUSHING,NY,11354,07,QUEENS,36081,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204165,NJD002355394,GENERAL COLOR CO.,31ST AND LEMUEL AVENUE,,CAMDEN,NJ,08105,01,CAMDEN,34007,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204167,NYD047650197,STANTON CLEANERS AREA GROUND WATER CONTAMINATION,110 CUTTER MILL ROAD,,GREAT NECK,NY,11021,03,NASSAU,36059,40.78236,-73.73413,Currently on the Final NPL,N,, ,,,
02,0204168,NYD982184293,SUPERIOR METAL MANUFACTURING INC,65 RIVER STREET,,JAMESTOWN,NY,14701,31,CHAUTAUQUA,36013,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204169,NJ0002347334,FLEMINGTON FURS,8 SPRING ST.,,FLEMINGTON,NJ,08822,,HUNTERDON,34019,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204173,PR0002371342,J & G 24 CORPORATION,ROAD #675 KM 4.0,BARRIO BAJURAS,VEGA ALTA,PR,00693,,VEGA ALTA,72143,,,Not on the NPL,N,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
02,0204174,VI0002384329,VIRGIN ISLANDS DEPARTMENT OF HEALTH,VETERANS DRIVE,,ST. THOMAS,VI,00802,,ST. THOMAS,78030,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204175,NY0002455756,CONSOLIDATED IRON AND METAL,EAST END OF WASHINGTON STREET,,NEWBURGH,NY,12550,18,ORANGE,36071,41.49802,-74.00563,Deleted from the Final NPL,N,, ,,,
02,0204176,NJD006975122,MIDDLESEX WATER COMPANY,100 FAIRVIEW AVENUE,,EDISON,NJ,08817,06,MIDDLESEX,34023,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204177,NJD986639474,HETERENE CHEMICAL CO.,792 21ST AVENUE,,PATERSON,NJ,07513-0247,08,PASSAIC,34031,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204179,PR0002392611,ISLA DE CABRAS PYROTECHNIC DETONATION SITE,PR870,,CATANO,PR,00962,,CATANO,72033,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204181,NJSFN0204181,HILLIARDS CREEK SITE,KIRKWOOD ROAD,,GIBBSBORO,NJ,08026,01,CAMDEN,34007,39.836258,-74.971909,Site is Part of NPL Site,N,, ,,,
02,0204182,NJD002405736,MEADOWLANDS PLATING & FINISHING INC.,890 PATERSON PLANK ROAD,,EAST RUTHERFORD,NJ,07073,09,BERGEN,34003,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204190,NYSFN0204190,ELLENVILLE SCRAP IRON AND METAL,34 CAPE ROAD,,ELLENVILLE,NY,12428,19,ULSTER,36111,41.72402,-74.4055,Currently on the Final NPL,N,, ,,,
02,0204191,NYSFN0204191,HAZSORB SITE,1731 COLLEGE AVENUE,,NIAGARA FALLS,NY,14303,29,NIAGARA,36063,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204195,PRD987374220,SOUTH PEARL CHEMICAL,RT. 127 KM 17.1,,PENUELAS,PR,00624,,PENUELAS,72111,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204208,PRD000689612,JAYUYA STP,ROAD NO. 144 KM 19.7,,JAYUYA,PR,00664,,JAYUYA,72073,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204209,NYSFN0204209,LACKAWANNA FOUNDRY,3 ELM STREET,,LACKAWANNA,NY,14218,30,ERIE,36029,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204218,NYD001344456,JACKSON STEEL,435 FIRST STREET,,MINEOLA/NORTH HEMPSTEAD,NY,11501,04,NASSAU,36059,40.7388,-73.65269,Currently on the Final NPL,N,, ,,,
02,0204228,NJSFN0204228,LA-HOUD PROPERTY,95 CLIFF STREET,,PATERSON,NJ,07522,08,PASSAIC,34031,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204229,NYSFN0204229,ABBY STREET HICKORY WOOD SUBDIVISION,ABBY STREET (BETWEEN AMELIA & BELL AVE),,BUFFALO,NY,14220,30,ERIE,36029,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204231,NYSFN0204231,HIGH STREET WAREHOUSE,630 HIGH STREET,,BUFFALO,NY,14211,30,ERIE,36029,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204232,NJSFN0204232,RIVERSIDE INDUSTRIAL PARK,29 RIVERSIDE AVENUE,,NEWARK,NJ,07104,08,ESSEX,34013,40.767815,-74.158501,Currently on the Final NPL,N,, ,,,
02,0204233,VISFN0204233,VI DEPT OF AGRICULTURE (ST. CROIX),RT. 70 NEAR RIVER ROAD,,ST. CROIX,VI,00820,,ST. CROIX,78010,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204234,NYSFN0204234,OLD ROOSEVELT FIELD CONTAMINATED GW AREA,CLINTON ROAD/OLD COUNTRY ROAD,,GARDEN CITY,NY,11530,04,NASSAU,36059,40.73361,-73.61847,Currently on the Final NPL,N,, ,,,
02,0204240,NJSFN0204240,GULF SERVICE STATION WALL TOWNSHIP,1324 SEA GIRT,,WALL TWP,NJ,07719,,MONMOUTH,34025,40.135278,-74.063056,Site is Part of NPL Site,N,, ,,,
02,0204241,NJSFN0204241,WHITE SWAN LAUNDRY AND CLEANER INC.,1322 SEA GIRT AVE,,WALL TWP,NJ,07719,04,MONMOUTH,34025,40.135721,-74.06,Currently on the Final NPL,N,, ,,,
02,0204242,NJR000029637,TRENTON CITY VACANT BUILDING,21-71 CLARK STREET,,TRENTON,NJ,08611,04,MERCER,34021,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204245,PRSFN0204245,SCORPIO RECYCLING CO. SAN VICENTE SUGAR MILL,ROUTE 688 WEST OF RIO CIBUCO,,VEGA BAJA,PR,,,, ,,,Not on the NPL,N,Assessment Complete - Decision Needed, ,,,
02,0204247,PRSFN0204247,SCORPIO RECYCLING CO. ISLA GRANDE DOCK,"LINDBERGH ST, NEAR INT RTE 1 & 35",AEROPUERTO ISLA GRANDE,SAN JUAN,PR,00907,,, ,,,Not on the NPL,N,Site Reassessment Start Needed, ,,,
02,0204248,PRSFN0204248,RECOVERY & RECYCLING CO MERCEDITA AIRPORT SITE,STATE ROAD NO. 1 KM 123,,PONCE,PR,,,, ,,,Not on the NPL,N,Assessment Complete - Decision Needed, ,,,
02,0204251,NY0001392463,"HUDSON TECHNOLOGIES, INC.",25 TORNE VALLEY RD.,,HILLBURN,NY,10931,17,ROCKLAND,36087,41.13013,-74.16486,Proposed for NPL,N,, ,,,
02,0204256,NYD002064269,SHURKATCH FISHING TACKLE COMPANY,50 ELM STREET,,RICHFIELD SPRINGS,NY,13439,23,OTSEGO,36077,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204257,PRSFN0204257,RECOVERY & RECYCLING CO. PLAYA DE PONCE,"STATE RD NO. 10 CALLE COMERIO, ",BO PLAYA DE PONCE,PONCE,PR,,,, ,,,Not on the NPL,N,Assessment Complete - Decision Needed, ,,,
02,0204259,NJSFN0204259,ROSELLE PARK BASEBALL FIELDS,180 WEBSTER STREET,,ROSELLE PARK,NJ,07204,07,UNION,34039,,,Not on the NPL,N,Referred to Removal - NFRAP, ,,,
02,0204260,NJSFN0204260,WOODBROOK ROAD DUMP,FOOT OF WOODBROOK ROAD (SOUTH END),,SOUTH PLAINFIELD,NJ,08820,06,MIDDLESEX,34023,40.56156,-74.40291,Currently on the Final NPL,N,, ,,,
02,0204261,NYD068273044,"BCF OIL REFINING, INC.",360 MASPETH AVENUE,,BROOKLYN,NY,11211,12,KINGS,36047,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204263,NYD002227072,FOSTER PAPER CO.,2160 ERIE STREET,,UTICA,NY,13502,23,ONEIDA,36065,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204264,NYD002115822,MONROE ELECTRONICS,100 HOUSEL AVENUE,,VILLAGE OF LYNDONVILLE,NY,14098,,ORLEANS,36073,,,Not on the NPL,N,Other Cleanup Activity: State-Lead Cleanup, ,,,
02,0204269,NYSFN0204269,SHENANDOAH ROAD GROUNDWATER CONTAMINATION,"SHENANDOAH RD & BURBANK RD, SEYMOUR LANE",,EAST FISHKILL,NY,12533,18,DUTCHESS,36027,41.526108,-73.789286,Currently on the Final NPL,N,, ,,,
02,0204270,NJSFN0204270,PASCALE PROPERTY,BEHIND 20 PARKER ROAD,(BLOCK 60 LOT 1),LONG VALLEY,NJ,07853,11,MORRIS,34027,,,Not on the NPL,N,Removal Only Site (No Site Assessment Work Needed), ,,,
02,0204271,VI0000591875,FLAMINGO BAY ARMY TEST AREAS-FORMER FORT SEGARRA,WATER ISLAND,,ST. THOMAS,VI,00802,,ST. THOMAS,78030,,,Not on the NPL,Y,NFRAP-Site does not qualify for the NPL based on existing information, ,,,
